Country,Year,GDPPC,LifeExpectancy,Population,Region
Colombia,1835,1004,32,1451312,America
Comoros,1835,721,32.1,61016,Sub-Saharan Africa
"Congo, Dem. Rep.",1835,560,31.6,5520718,Sub-Saharan Africa
"Congo, Rep.",1835,635,32.7,338459,Sub-Saharan Africa
Cook Is,1835,NA,NA,16734,NA
Costa Rica,1835,919,30.2147,72046,America
Cote d'Ivoire,1835,934,31.156,1165948,Sub-Saharan Africa
Croatia,1835,1526,36.1,1342619,Europe & Central Asia
Cuba,1835,1297,36.36,772812,America
Cyprus,1835,1022,38.5044210526315,184986,Europe & Central Asia
Czech Republic,1835,2171,34.9544,5723332,NA
Denmark,1835,2308,38.35,1264714,Europe & Central Asia
Djibouti,1835,840,29.9,24698,Middle East & North Africa
Dominica,1835,736,NA,20786,America
Dominican Republic,1835,726,29.9,105490,NA
Ecuador,1835,584,32.9,591558,America
Egypt,1835,850,33,4662153,Middle East & North Africa
El Salvador,1835,1108,28.7,283227,America
Equatorial Guinea,1835,372,29.8,83105,Sub-Saharan Africa
Eritrea,1835,554,30.2,234703,Sub-Saharan Africa
Estonia,1835,1058,38.7092993000276,366799,Europe & Central Asia
Ethiopia,1835,527,28,3407854,Sub-Saharan Africa
Faeroe Islands,1835,NA,NA,14457,Europe & Central Asia
Falkland Is (Malvinas),1835,NA,NA,100,NA
Fiji,1835,828,26.1,137074,East Asia & Pacific
Finland,1835,1397,37.7890044321388,1327905,Europe & Central Asia
France,1835,1974,39.48,33174810,Europe & Central Asia
French Guiana,1835,NA,30.5,10656,America
French Polynesia,1835,NA,25.6,64933,East Asia & Pacific
Gabon,1835,392,30.6,172241,Sub-Saharan Africa
Gambia,1835,830,28.8,111354,Sub-Saharan Africa
Georgia,1835,585,31.871,1176832,Europe & Central Asia
Germany,1835,2063,38.37,28016571,Europe & Central Asia
Ghana,1835,716,28,1920723,Sub-Saharan Africa
Gibraltar,1835,NA,NA,10450,Europe & Central Asia
Greece,1835,1605,36.6,2537857,Europe & Central Asia
Greenland,1835,463,33.8671091725151,10260,Europe & Central Asia
Grenada,1835,1025,31.4,30530,America
Guadeloupe,1835,NA,27.655,86973,America
Guam,1835,NA,27.5,17423,East Asia & Pacific
Guatemala,1835,971,25.8056,671855,America
Guinea,1835,466,29.8620689655172,1076128,Sub-Saharan Africa
Guinea-Bissau,1835,789,32,233367,Sub-Saharan Africa
Guyana,1835,1347,31.12,178030,America
Haiti,1835,740,29,789634,America
Holy See,1835,NA,NA,905,Europe & Central Asia
Honduras,1835,819,33.9,188905,America
"Hong Kong, China",1835,1044,34.9,23754,East Asia & Pacific
Hungary,1835,1408,36,4464317,Europe & Central Asia
Iceland,1835,1093,36.6280391488675,65604,Europe & Central Asia
India,1835,1052,25.4424,182214537,South Asia
Indonesia,1835,1020,30,18460171,East Asia & Pacific
Iran,1835,1008,25.6,6898130,Middle East & North Africa
Iraq,1835,1034,31.2,1177768,Middle East & North Africa
Ireland,1835,1797,38.3,5537192,Europe & Central Asia
Isle of Man,1835,NA,NA,25150,Europe & Central Asia
Israel,1835,884,32,209954,Middle East & North Africa
Italy,1835,2687,29.69,21529667,Europe & Central Asia
Jamaica,1835,1036,34.2,400332,America
Japan,1835,1102,36.413913846154,31330455,East Asia & Pacific
Jordan,1835,1041,31.7,226087,Middle East & North Africa
Kazakhstan,1835,1286,26.2,2240213,Europe & Central Asia
Kenya,1835,952,25.5,2574000,Sub-Saharan Africa
Kiribati,1835,568,24.9,18407,East Asia & Pacific
North Korea,1835,559,26,4377749,NA
South Korea,1835,556,25.8,9444785,NA
Kuwait,1835,1251,26,81280,Middle East & North Africa
Kyrgyz Republic,1835,581,23.941,581987,NA
Lao,1835,899,31.9,517587,NA
Latvia,1835,847,33,648400,Europe & Central Asia
Lebanon,1835,1218,29.7,357145,Middle East & North Africa
Lesotho,1835,401,32.8,298233,Sub-Saharan Africa
Liberia,1835,832,31.1,340777,Sub-Saharan Africa
Libya,1835,1265,33.1,565776,Middle East & North Africa
Liechtenstein,1835,NA,NA,6205,Europe & Central Asia
Lithuania,1835,1433,28.9,854817,Europe & Central Asia
Luxembourg,1835,1740,36.9,135676,Europe & Central Asia
"Macao, China",1835,1047,34.7,27437,East Asia & Pacific
"Macedonia, FYR",1835,782,36.1,428506,Europe & Central Asia
Madagascar,1835,618,30.5,1803292,Sub-Saharan Africa
Malawi,1835,352,30.3,737000,Sub-Saharan Africa
Malaysia,1835,1031,30.6,354816,East Asia & Pacific
Maldives,1835,844,32.647,44948,South Asia
Mali,1835,607,26.408,1540940,Sub-Saharan Africa
Malta,1835,899,28.7,143183,Europe & Central Asia
Marshall Islands,1835,551,NA,6203,East Asia & Pacific
Martinique,1835,NA,30.153,90652,America
Mauritania,1835,569,32,399076,Sub-Saharan Africa
Mauritius,1835,1014,27.200262790586,119544,Sub-Saharan Africa
Mayotte,1835,NA,32.5,8618,Sub-Saharan Africa
Mexico,1835,1338,26.9,6930661,America
"Micronesia, Fed. Sts.",1835,529,26.7,17289,East Asia & Pacific
Moldova,1835,676,33.145,782030,Europe & Central Asia
Monaco,1835,2382,NA,8383,Europe & Central Asia
Mongolia,1835,609,31.8,628530,East Asia & Pacific
Montenegro,1835,1199,35.4,138454,Europe & Central Asia
Montserrat,1835,NA,NA,5782,America
Morocco,1835,736,33.1,2880355,Middle East & North Africa
Mozambique,1835,398,30.2775333333334,2288209,Sub-Saharan Africa
Myanmar,1835,844,30.8,3643584,East Asia & Pacific
Namibia,1835,678,32.4,229000,Sub-Saharan Africa
Nauru,1835,597,NA,1903,East Asia & Pacific
Nepal,1835,658,32.8,4033123,South Asia
Netherlands,1835,4241,39.86,2619333,Europe & Central Asia
New Caledonia,1835,NA,26,31296,East Asia & Pacific
New Zealand,1835,662,34.05,91723,East Asia & Pacific
Nicaragua,1835,1144,25.4,258484,America
Niger,1835,481,30.8,1312557,Sub-Saharan Africa
Nigeria,1835,945,30.4,12633330,Sub-Saharan Africa
Niue,1835,NA,NA,4511,East Asia & Pacific
Northern Mariana Islands,1835,NA,NA,3557,East Asia & Pacific
Norway,1835,1498,46.1002929850918,1115667,Europe & Central Asia
Oman,1835,977,32.3,327296,Middle East & North Africa
Pakistan,1835,1021,25.8,14110059,South Asia
Palau,1835,885,NA,4076,East Asia & Pacific
Panama,1835,1006,32.9,94879,America
Papua New Guinea,1835,576,31.5,804416,East Asia & Pacific
Paraguay,1835,1010,35.5,195875,America
Peru,1835,1256,35.7,1519450,America
Philippines,1835,986,30.9,2254767,East Asia & Pacific
Poland,1835,1386,35.9,11232857,Europe & Central Asia
Portugal,1835,1694,35.6,3490333,Europe & Central Asia
Puerto Rico,1835,1496,30.43,317110,America
Qatar,1835,1251,30.8,14092,Middle East & North Africa
Reunion,1835,NA,33,100142,Sub-Saharan Africa
Romania,1835,1004,35.7,6893384,Europe & Central Asia
Russia,1835,1613,29.5734571976521,34134430,Europe & Central Asia
Rwanda,1835,451,31.8,988207,Sub-Saharan Africa
St. Helena,1835,NA,NA,2859,NA
St. Kitts and Nevis,1835,1292,NA,18575,NA
St. Lucia,1835,921,28.008,24000,NA
St. Vincent and the Grenadines,1835,930,25.986,27085,NA
St.-Pierre-et-Miquelon,1835,NA,NA,1918,NA
Samoa,1835,1478,25.4,47059,East Asia & Pacific
San Marino,1835,1493,NA,5865,Europe & Central Asia
Sao Tome and Principe,1835,907,31,24518,Sub-Saharan Africa
Saudi Arabia,1835,874,32.1,2138414,Middle East & North Africa
Senegal,1835,536,25.2,1080873,Sub-Saharan Africa
Serbia,1835,1539,35.5,2347810,Europe & Central Asia
Seychelles,1835,909,37,12965,Sub-Saharan Africa
Sierra Leone,1835,791,25.1,849920,Sub-Saharan Africa
Singapore,1835,1059,34,37232,East Asia & Pacific
Slovak Republic,1835,1617,36.4,2220574,Europe & Central Asia
Slovenia,1835,1597,36.6,513559,Europe & Central Asia
Solomon Islands,1835,384,25.1,59648,East Asia & Pacific
Somalia,1835,717,29.4,1065648,Sub-Saharan Africa
South Africa,1835,1517,33.5,1714970,Sub-Saharan Africa
Spain,1835,1578,29.5,13051762,Europe & Central Asia
Sri Lanka,1835,914,32.6,1494084,South Asia
Sudan,1835,559,31.4,4289105,Sub-Saharan Africa
Suriname,1835,1816,32.9,87130,America
Swaziland,1835,528,32.3,86000,Sub-Saharan Africa
Sweden,1835,1579,47.14,2855774,Europe & Central Asia
Switzerland,1835,3173,38,2101048,Europe & Central Asia
Syria,1835,1105,31.1,1383046,Middle East & North Africa
Tajikistan,1835,610,24.235,512083,Europe & Central Asia
Tanzania,1835,587,32.2,3129057,Sub-Saharan Africa
Thailand,1835,955,30.4,4847494,East Asia & Pacific
Timor-Leste,1835,558,28.949,153614,East Asia & Pacific
Togo,1835,736,31.3,487574,Sub-Saharan Africa
Tokelau,1835,NA,NA,1003,East Asia & Pacific
Tonga,1835,699,28.2,18548,East Asia & Pacific
Trinidad and Tobago,1835,1338,32.9,66150,America
Tunisia,1835,771,28.8,928894,Middle East & North Africa
Turkey,1835,1326,35,10398375,Europe & Central Asia
Turkmenistan,1835,1064,24,403139,Europe & Central Asia
Turks and Caicos Islands,1835,540,NA,3537,America
Tuvalu,1835,758,NA,2644,East Asia & Pacific
Uganda,1835,500,25.3,2172807,Sub-Saharan Africa
Ukraine,1835,861,36.6,12320877,Europe & Central Asia
United Arab Emirates,1835,1137,30.7,40153,Middle East & North Africa
United Kingdom,1835,3984,41.1041932302138,18533999,Europe & Central Asia
United States,1835,2874,39.41,13480460,America
Uruguay,1835,2506,32.9,74793,America
Uzbekistan,1835,528,26.926,2106508,Europe & Central Asia
Wallis et Futuna,1835,NA,NA,3908,East Asia & Pacific
Vanuatu,1835,618,24.3,28979,East Asia & Pacific
Venezuela,1835,731,32.2,887197,America
West Bank and Gaza,1835,1227,32.1,165944,Middle East & North Africa
Western Sahara,1835,NA,34.753,3161,Middle East & North Africa
Vietnam,1835,855,32,7214925,East Asia & Pacific
Virgin Islands (U.S.),1835,NA,33.403,40000,America
Yemen,1835,968,23.387,2640779,NA
Zambia,1835,722,32.6,747000,Sub-Saharan Africa
Zimbabwe,1835,906,33.7,1167259,Sub-Saharan Africa
South Sudan,1835,547,26.665,1103246,Sub-Saharan Africa
Afghanistan,1836,638,27.84212,3448982,South Asia
Albania,1836,694,35.4,457234,Europe & Central Asia
Algeria,1836,874,28.8224,2880355,Middle East & North Africa
American Samoa,1836,NA,NA,8128,East Asia & Pacific
Andorra,1836,1500,NA,2835,Europe & Central Asia
Angola,1836,723,26.98,1686390,Sub-Saharan Africa
Anguilla,1836,NA,NA,2177,America
Antigua and Barbuda,1836,845,33.536,37000,America
Argentina,1836,1897,33.2,686703,America
Armenia,1836,548,33.995,453507,Europe & Central Asia
Aruba,1836,930,34.419,20332,America
Australia,1836,1858,34.05,348143,East Asia & Pacific
Austria,1836,2503,34.4,3538286,Europe & Central Asia
Azerbaijan,1836,851,29.165,965887,Europe & Central Asia
Bahamas,1836,1614,35.179,27558,America
Bahrain,1836,1442,30.3,64474,Middle East & North Africa
Bangladesh,1836,876,25.5,20872777,South Asia
Barbados,1836,1020,32.124,96798,America
Belarus,1836,674,36.2,2584900,Europe & Central Asia
Belgium,1836,2708,40.289756097561,3751571,Europe & Central Asia
Belize,1836,646,26.5,25641,America
Benin,1836,646,31,702829,Sub-Saharan Africa
Bermuda,1836,1371,NA,9315,America
Bhutan,1836,651,28.799,94472,South Asia
Bolivia,1836,996,33,1185846,America
Bosnia and Herzegovina,1836,727,35.1,931129,Europe & Central Asia
Botswana,1836,430,33.6,121000,Sub-Saharan Africa
Brazil,1836,1151,31.99304,5301068,America
British Virgin Islands,1836,NA,NA,6700,America
Brunei,1836,1601,29.2,2632,East Asia & Pacific
Bulgaria,1836,1182,37.3839999999999,2287551,Europe & Central Asia
Burkina Faso,1836,490,29.2,1792717,Sub-Saharan Africa
Burundi,1836,432,31.5,972428,Sub-Saharan Africa
Cambodia,1836,928,35,2137966,East Asia & Pacific
Cameroon,1836,678,28.75,1916391,Sub-Saharan Africa
Canada,1836,1809,39.6818,1202146,America
Cape Verde,1836,568,33.8,61014,Sub-Saharan Africa
Cayman Islands,1836,1161,NA,2645,America
Central African Republic,1836,460,30,503090,NA
Chad,1836,453,30.9,1432000,Sub-Saharan Africa
Channel Islands,1836,NA,NA,46894,Europe & Central Asia
Chile,1836,1031,32,969062,America
China,1836,986,32,402373519,East Asia & Pacific
Colombia,1836,1006,32,1451312,America
Comoros,1836,722,32.1,61016,Sub-Saharan Africa
"Congo, Dem. Rep.",1836,562,31.6,5520718,Sub-Saharan Africa
"Congo, Rep.",1836,636,32.7,338459,Sub-Saharan Africa
Cook Is,1836,NA,NA,16734,NA
Costa Rica,1836,929,30.2147,72046,America
Cote d'Ivoire,1836,938,31.156,1165948,Sub-Saharan Africa
Croatia,1836,1539,36.1,1342619,Europe & Central Asia
Cuba,1836,1312,36.42,772812,America
Cyprus,1836,1034,38.504547368421,184986,Europe & Central Asia
Czech Republic,1836,2188,34.9544,5723332,NA
Denmark,1836,2296,39.92,1264714,Europe & Central Asia
Djibouti,1836,843,29.9,24698,Middle East & North Africa
Dominica,1836,741,NA,20786,America
Dominican Republic,1836,730,29.9,105490,NA
Ecuador,1836,588,32.9,591558,America
Egypt,1836,854,33,4662153,Middle East & North Africa
El Salvador,1836,1118,28.7,283227,America
Equatorial Guinea,1836,373,29.8,83105,Sub-Saharan Africa
Eritrea,1836,556,30.2,234703,Sub-Saharan Africa
Estonia,1836,1065,38.3463452042329,366799,Europe & Central Asia
Ethiopia,1836,527,27,3407854,Sub-Saharan Africa
Faeroe Islands,1836,NA,NA,14457,Europe & Central Asia
Falkland Is (Malvinas),1836,NA,NA,100,NA
Fiji,1836,831,26.1,137074,East Asia & Pacific
Finland,1836,1404,30.7764098227187,1327905,Europe & Central Asia
France,1836,2008,41.95,33174810,Europe & Central Asia
French Guiana,1836,NA,30.5,10656,America
French Polynesia,1836,NA,25.6,64933,East Asia & Pacific
Gabon,1836,392,30.6,172241,Sub-Saharan Africa
Gambia,1836,831,28.8,111354,Sub-Saharan Africa
Georgia,1836,587,31.871,1176832,Europe & Central Asia
Germany,1836,2070,38.37,28016571,Europe & Central Asia
Ghana,1836,716,28,1920723,Sub-Saharan Africa
Gibraltar,1836,NA,NA,10450,Europe & Central Asia
Greece,1836,1619,36.6,2537857,Europe & Central Asia
Greenland,1836,468,33.8671122917298,10260,Europe & Central Asia
Grenada,1836,1029,31.4,30530,America
Guadeloupe,1836,NA,27.655,86973,America
Guam,1836,NA,27.5,17423,East Asia & Pacific
Guatemala,1836,979,25.80576,671855,America
Guinea,1836,467,29.8724137931034,1076128,Sub-Saharan Africa
Guinea-Bissau,1836,790,32,233367,Sub-Saharan Africa
Guyana,1836,1356,31.12,178030,America
Haiti,1836,748,29,789634,America
Holy See,1836,NA,NA,905,Europe & Central Asia
Honduras,1836,830,33.9,188905,America
"Hong Kong, China",1836,1047,34.9,23754,East Asia & Pacific
Hungary,1836,1419,36,4464317,Europe & Central Asia
Iceland,1836,1105,30.864996704503,65604,Europe & Central Asia
India,1836,1052,25.4424,182214537,South Asia
Indonesia,1836,1021,30,18460171,East Asia & Pacific
Iran,1836,1010,25.6,6898130,Middle East & North Africa
Iraq,1836,1038,31.2,1177768,Middle East & North Africa
Ireland,1836,1823,38.3,5537192,Europe & Central Asia
Isle of Man,1836,NA,NA,25150,Europe & Central Asia
Israel,1836,884,32,209954,Middle East & North Africa
Italy,1836,2494,29.69,21529667,Europe & Central Asia
Jamaica,1836,1028,34.2,400332,America
Japan,1836,1104,36.4143113846155,31330455,East Asia & Pacific
Jordan,1836,1045,31.7,226087,Middle East & North Africa
Kazakhstan,1836,1294,26.2,2240213,Europe & Central Asia
Kenya,1836,955,25.5,2574000,Sub-Saharan Africa
Kiribati,1836,569,24.9,18407,East Asia & Pacific
North Korea,1836,558,26,4377749,NA
South Korea,1836,555,25.8,9444785,NA
Kuwait,1836,1255,26,81280,Middle East & North Africa
Kyrgyz Republic,1836,586,23.941,581987,NA
Lao,1836,901,31.9,517587,NA
Latvia,1836,853,33,648400,Europe & Central Asia
Lebanon,1836,1226,29.7,357145,Middle East & North Africa
Lesotho,1836,401,32.8,298233,Sub-Saharan Africa
Liberia,1836,834,31.1,340777,Sub-Saharan Africa
Libya,1836,1281,33.1,565776,Middle East & North Africa
Liechtenstein,1836,NA,NA,6205,Europe & Central Asia
Lithuania,1836,1442,28.9,854817,Europe & Central Asia
Luxembourg,1836,1760,36.9,135676,Europe & Central Asia
"Macao, China",1836,1051,34.7,27437,East Asia & Pacific
"Macedonia, FYR",1836,789,36.1,428506,Europe & Central Asia
Madagascar,1836,621,30.5,1803292,Sub-Saharan Africa
Malawi,1836,352,30.3,737000,Sub-Saharan Africa
Malaysia,1836,1033,30.6,354816,East Asia & Pacific
Maldives,1836,844,32.647,44948,South Asia
Mali,1836,608,26.408,1540940,Sub-Saharan Africa
Malta,1836,908,28.7,143183,Europe & Central Asia
Marshall Islands,1836,551,NA,6203,East Asia & Pacific
Martinique,1836,NA,30.153,90652,America
Mauritania,1836,572,32,399076,Sub-Saharan Africa
Mauritius,1836,1018,31.6021967213107,119544,Sub-Saharan Africa
Mayotte,1836,NA,32.5,8618,Sub-Saharan Africa
Mexico,1836,1335,26.9,6930661,America
"Micronesia, Fed. Sts.",1836,530,26.7,17289,East Asia & Pacific
Moldova,1836,679,33.145,782030,Europe & Central Asia
Monaco,1836,2410,NA,8383,Europe & Central Asia
Mongolia,1836,610,31.8,628530,East Asia & Pacific
Montenegro,1836,1209,35.4,138454,Europe & Central Asia
Montserrat,1836,NA,NA,5782,America
Morocco,1836,737,33.1,2880355,Middle East & North Africa
Mozambique,1836,399,30.2775200000001,2288209,Sub-Saharan Africa
Myanmar,1836,845,30.8,3643584,East Asia & Pacific
Namibia,1836,688,32.4,229000,Sub-Saharan Africa
Nauru,1836,600,NA,1903,East Asia & Pacific
Nepal,1836,658,32.8,4033123,South Asia
Netherlands,1836,4374,39.86,2619333,Europe & Central Asia
New Caledonia,1836,NA,26,31296,East Asia & Pacific
New Zealand,1836,662,34.05,91723,East Asia & Pacific
Nicaragua,1836,1157,25.4,258484,America
Niger,1836,483,30.8,1312557,Sub-Saharan Africa
Nigeria,1836,949,30.4,12633330,Sub-Saharan Africa
Niue,1836,NA,NA,4511,East Asia & Pacific
Northern Mariana Islands,1836,NA,NA,3557,East Asia & Pacific
Norway,1836,1457,46.4638238629536,1115667,Europe & Central Asia
Oman,1836,981,32.3,327296,Middle East & North Africa
Pakistan,1836,1021,25.8,14110059,South Asia
Palau,1836,888,NA,4076,East Asia & Pacific
Panama,1836,1017,32.9,94879,America
Papua New Guinea,1836,578,31.5,804416,East Asia & Pacific
Paraguay,1836,1023,35.5,195875,America
Peru,1836,1259,35.7,1519450,America
Philippines,1836,988,30.9,2254767,East Asia & Pacific
Poland,1836,1391,35.9,11232857,Europe & Central Asia
Portugal,1836,1694,35.6,3490333,Europe & Central Asia
Puerto Rico,1836,1504,30.43,317110,America
Qatar,1836,1255,30.8,14092,Middle East & North Africa
Reunion,1836,NA,33,100142,Sub-Saharan Africa
Romania,1836,1018,35.7,6893384,Europe & Central Asia
Russia,1836,1624,29.5734571976521,34134430,Europe & Central Asia
Rwanda,1836,451,31.8,988207,Sub-Saharan Africa
St. Helena,1836,NA,NA,2859,NA
St. Kitts and Nevis,1836,1301,NA,18575,NA
St. Lucia,1836,924,28.008,24000,NA
St. Vincent and the Grenadines,1836,936,25.986,27085,NA
St.-Pierre-et-Miquelon,1836,NA,NA,1918,NA
Samoa,1836,1483,25.4,47059,East Asia & Pacific
San Marino,1836,1495,NA,5865,Europe & Central Asia
Sao Tome and Principe,1836,909,31,24518,Sub-Saharan Africa
Saudi Arabia,1836,875,32.1,2138414,Middle East & North Africa
Senegal,1836,539,25.2,1080873,Sub-Saharan Africa
Serbia,1836,1552,35.5,2347810,Europe & Central Asia
Seychelles,1836,913,37,12965,Sub-Saharan Africa
Sierra Leone,1836,795,25.1,849920,Sub-Saharan Africa
Singapore,1836,1061,34,37232,East Asia & Pacific
Slovak Republic,1836,1630,36.4,2220574,Europe & Central Asia
Slovenia,1836,1610,36.6,513559,Europe & Central Asia
Solomon Islands,1836,385,25.1,59648,East Asia & Pacific
Somalia,1836,718,29.4,1065648,Sub-Saharan Africa
South Africa,1836,1507,33.5,1714970,Sub-Saharan Africa
Spain,1836,1582,29.5,13051762,Europe & Central Asia
Sri Lanka,1836,915,32.6,1494084,South Asia
Sudan,1836,562,31.4,4289105,Sub-Saharan Africa
Suriname,1836,1828,32.9,87130,America
Swaziland,1836,530,32.3,86000,Sub-Saharan Africa
Sweden,1836,1630,45.13,2855774,Europe & Central Asia
Switzerland,1836,3206,38,2101048,Europe & Central Asia
Syria,1836,1106,31.1,1383046,Middle East & North Africa
Tajikistan,1836,614,24.235,512083,Europe & Central Asia
Tanzania,1836,588,32.2,3129057,Sub-Saharan Africa
Thailand,1836,956,30.4,4847494,East Asia & Pacific
Timor-Leste,1836,559,28.949,153614,East Asia & Pacific
Togo,1836,739,31.3,487574,Sub-Saharan Africa
Tokelau,1836,NA,NA,1003,East Asia & Pacific
Tonga,1836,702,28.2,18548,East Asia & Pacific
Trinidad and Tobago,1836,1346,32.9,66150,America
Tunisia,1836,775,28.8,928894,Middle East & North Africa
Turkey,1836,1333,35,10398375,Europe & Central Asia
Turkmenistan,1836,1071,24,403139,Europe & Central Asia
Turks and Caicos Islands,1836,544,NA,3537,America
Tuvalu,1836,761,NA,2644,East Asia & Pacific
Uganda,1836,503,25.3,2172807,Sub-Saharan Africa
Ukraine,1836,866,36.6,12320877,Europe & Central Asia
United Arab Emirates,1836,1141,30.7,40153,Middle East & North Africa
United Kingdom,1836,4063,41.4270209423272,18533999,Europe & Central Asia
United States,1836,2916,39.41,13480460,America
Uruguay,1836,2566,32.9,74793,America
Uzbekistan,1836,529,26.926,2106508,Europe & Central Asia
Wallis et Futuna,1836,NA,NA,3908,East Asia & Pacific
Vanuatu,1836,620,24.3,28979,East Asia & Pacific
Venezuela,1836,734,32.2,887197,America
West Bank and Gaza,1836,1227,32.1,165944,Middle East & North Africa
Western Sahara,1836,NA,34.753,3161,Middle East & North Africa
Vietnam,1836,854,32,7214925,East Asia & Pacific
Virgin Islands (U.S.),1836,NA,33.403,40000,America
Yemen,1836,971,23.387,2640779,NA
Zambia,1836,724,32.6,747000,Sub-Saharan Africa
Zimbabwe,1836,907,33.7,1167259,Sub-Saharan Africa
South Sudan,1836,550,26.665,1103246,Sub-Saharan Africa
Afghanistan,1837,640,27.8318733333333,3448982,South Asia
Albania,1837,696,35.4,457234,Europe & Central Asia
Algeria,1837,884,28.8224,2880355,Middle East & North Africa
American Samoa,1837,NA,NA,8128,East Asia & Pacific
Andorra,1837,1518,NA,2835,Europe & Central Asia
Angola,1837,726,26.98,1686390,Sub-Saharan Africa
Anguilla,1837,NA,NA,2177,America
Antigua and Barbuda,1837,851,33.536,37000,America
Argentina,1837,1924,33.2,686703,America
Armenia,1837,550,33.995,453507,Europe & Central Asia
Aruba,1837,937,34.419,20332,America
Australia,1837,1948,34.05,348143,East Asia & Pacific
Austria,1837,2529,34.4,3538286,Europe & Central Asia
Azerbaijan,1837,855,29.165,965887,Europe & Central Asia
Bahamas,1837,1625,35.179,27558,America
Bahrain,1837,1448,30.3,64474,Middle East & North Africa
Bangladesh,1837,877,25.5,20872777,South Asia
Barbados,1837,1027,32.124,96798,America
Belarus,1837,678,36.2,2584900,Europe & Central Asia
Belgium,1837,2747,40.2978048780488,3751571,Europe & Central Asia
Belize,1837,651,26.5,25641,America
Benin,1837,650,31,702829,Sub-Saharan Africa
Bermuda,1837,1380,NA,9315,America
Bhutan,1837,653,28.799,94472,South Asia
Bolivia,1837,1006,33,1185846,America
Bosnia and Herzegovina,1837,731,35.1,931129,Europe & Central Asia
Botswana,1837,432,33.6,121000,Sub-Saharan Africa
Brazil,1837,1153,31.9928466666667,5301068,America
British Virgin Islands,1837,NA,NA,6700,America
Brunei,1837,1606,29.2,2632,East Asia & Pacific
Bulgaria,1837,1188,37.4279999999999,2287551,Europe & Central Asia
Burkina Faso,1837,490,29.2,1792717,Sub-Saharan Africa
Burundi,1837,433,31.5,972428,Sub-Saharan Africa
Cambodia,1837,929,35,2137966,East Asia & Pacific
Cameroon,1837,682,28.75,1916391,Sub-Saharan Africa
Canada,1837,1836,39.80888,1202146,America
Cape Verde,1837,571,33.8,61014,Sub-Saharan Africa
Cayman Islands,1837,1169,NA,2645,America
Central African Republic,1837,462,30,503090,NA
Chad,1837,455,30.9,1432000,Sub-Saharan Africa
Channel Islands,1837,NA,NA,46894,Europe & Central Asia
Chile,1837,1056,32,969062,America
China,1837,986,32,402373519,East Asia & Pacific
Colombia,1837,1009,32,1451312,America
Comoros,1837,723,32.1,61016,Sub-Saharan Africa
"Congo, Dem. Rep.",1837,565,31.6,5520718,Sub-Saharan Africa
"Congo, Rep.",1837,638,32.7,338459,Sub-Saharan Africa
Cook Is,1837,NA,NA,16734,NA
Costa Rica,1837,940,30.2147,72046,America
Cote d'Ivoire,1837,942,31.156,1165948,Sub-Saharan Africa
Croatia,1837,1551,36.1,1342619,Europe & Central Asia
Cuba,1837,1327,36.48,772812,America
Cyprus,1837,1046,38.5046736842105,184986,Europe & Central Asia
Czech Republic,1837,2206,34.9544,5723332,NA
Denmark,1837,2340,41.5,1264714,Europe & Central Asia
Djibouti,1837,845,29.9,24698,Middle East & North Africa
Dominica,1837,746,NA,20786,America
Dominican Republic,1837,734,29.9,105490,NA
Ecuador,1837,592,32.9,591558,America
Egypt,1837,858,33,4662153,Middle East & North Africa
El Salvador,1837,1127,28.7,283227,America
Equatorial Guinea,1837,373,29.8,83105,Sub-Saharan Africa
Eritrea,1837,557,30.2,234703,Sub-Saharan Africa
Estonia,1837,1072,37.9833911084381,366799,Europe & Central Asia
Ethiopia,1837,527,26,3407854,Sub-Saharan Africa
Faeroe Islands,1837,NA,NA,14457,Europe & Central Asia
Falkland Is (Malvinas),1837,NA,NA,100,NA
Fiji,1837,834,26.1,137074,East Asia & Pacific
Finland,1837,1411,34.3831415081102,1327905,Europe & Central Asia
France,1837,2029,39.38,33174810,Europe & Central Asia
French Guiana,1837,NA,30.5,10656,America
French Polynesia,1837,NA,25.6,64933,East Asia & Pacific
Gabon,1837,392,30.6,172241,Sub-Saharan Africa
Gambia,1837,831,28.8,111354,Sub-Saharan Africa
Georgia,1837,590,31.871,1176832,Europe & Central Asia
Germany,1837,2078,38.37,28016571,Europe & Central Asia
Ghana,1837,717,28,1920723,Sub-Saharan Africa
Gibraltar,1837,NA,NA,10450,Europe & Central Asia
Greece,1837,1632,36.6,2537857,Europe & Central Asia
Greenland,1837,473,33.8671154109446,10260,Europe & Central Asia
Grenada,1837,1033,31.4,30530,America
Guadeloupe,1837,NA,27.655,86973,America
Guam,1837,NA,27.5,17423,East Asia & Pacific
Guatemala,1837,987,25.80592,671855,America
Guinea,1837,467,29.8827586206896,1076128,Sub-Saharan Africa
Guinea-Bissau,1837,790,32,233367,Sub-Saharan Africa
Guyana,1837,1365,31.12,178030,America
Haiti,1837,755,29,789634,America
Holy See,1837,NA,NA,905,Europe & Central Asia
Honduras,1837,841,33.9,188905,America
"Hong Kong, China",1837,1049,34.9,23754,East Asia & Pacific
Hungary,1837,1430,36,4464317,Europe & Central Asia
Iceland,1837,1118,32.811647795955,65604,Europe & Central Asia
India,1837,1053,24.3,182214537,South Asia
Indonesia,1837,1023,30,18460171,East Asia & Pacific
Iran,1837,1012,25.6,6898130,Middle East & North Africa
Iraq,1837,1043,31.2,1177768,Middle East & North Africa
Ireland,1837,1849,38.3,5537192,Europe & Central Asia
